Price min value,Price for each machine,Time
1722,"[210, 210, 210, 126, 126, 126, 126, 126, 126, 210, 126]",0.0019967555999755
1849,"[210, 210, 210, 126, 126, 126, 126, 126, 379, 210]",0.0019941329956054
1512,"[210, 210, 126, 126, 126, 126, 210, 126, 126, 126]",6.307916641235352
