Price min value,Price for each machine,Time
1904,"[252, 252, 252, 128, 128, 128, 128, 128, 128, 252, 128]",0.0010311603546142
2280,"[252, 252, 252, 128, 128, 128, 128, 128, 632, 252]",0.0009620189666748
1652,"[128, 128, 128, 252, 128, 252, 128, 128, 128, 252]",1.7832324504852295
