Price min value,Price for each machine,Time
4450,"[379, 128, 128, 128, 379, 128, 128, 128, 128, 128, 379, 128, 128, 379, 128, 379, 128, 128, 128, 128, 128, 379, 128]",0.0019395351409912
5021,"[379, 128, 128, 128, 379, 128, 128, 128, 128, 128, 379, 128, 128, 379, 128, 379, 128, 128, 128, 128, 827, 379]",0.0020282268524169
