Price min value,Price for each machine,Time
1904,"[252, 252, 252, 128, 128, 128, 128, 128, 128, 252, 128]",0.0009970664978027
2280,"[252, 252, 252, 128, 128, 128, 128, 128, 632, 252]",0.0009982585906982
