Price min value,Price for each machine,Time
4964,"[128, 252, 128, 128, 128, 252, 128, 128, 128, 128, 128, 252, 128, 252, 128, 252, 128, 128, 128, 128, 128, 252, 128, 128, 128, 128, 252, 128, 128, 128, 128, 128]",0.0049879550933837
5072,"[128, 252, 128, 128, 128, 252, 128, 128, 128, 128, 128, 252, 128, 252, 128, 252, 128, 632, 632, 632, 128, 252]",0.0010292530059814
3052,"[128, 128, 252, 128, 128, 252, 128, 128, 128, 128, 128, 252, 252, 252, 128, 128, 128, 128, 128]",1222.6940305233002
